scouter,eventCode,matchLevel,matchNumber,robot,teamNumber,as,asg,acc,acs,am,ad,tct,tsg,tfc,wf,wd,who,lnk,fpu,dt,fs,dn,ds,ls,dr,sd,sr,die,tip,dc,all,co,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41
ETH,2023inmish,qm,49,r2,4982,[71],[],0,0,0,x,[],"[17,4,35]",0,0,0,,1,3,0,e,2,1,1,x,0,3,0,0,0,0,,,,,,,,,
JP,2023inmish,qm,50,b2,135,[26],[8],0,0,1,x,"[5.6,7.2,6.2,16.7,1.2]","[8,5,14,11]",0,0,0,,0,2,0,e,1,2,0,a,1,3,0,0,0,1,Scored well,,,,,,,,
ETH,2023inmish,qm,50,r2,2909,[71],[],1,0,0,x,[],"[36,34]",0,0,0,,1,2,0,a,0,0,1,x,0,2,0,0,0,0,,,,,,,,,
Mdm,2023inmish,qm,51,b2,9119,[37],[],0,0,1,x,[],[],0,0,0,,0,0,0,x,2,-1,0,x,0,2,1,0,0,0,Their auton didn't work correctly,,,,,,,,
LJP,2023inmish,qm,51,b3,7477,[26],[],0,0,0,x,[],"[25,35]",0,0,0,,0,3,0,x,2,0,0,b,0,1,0,0,1,0,Failed to use arm at all during match,,,,,,,,
SCB,2023inmish,qm,51,r3,45,[71],[35],1,0,1,x,[],"[26,3,1,22]",0,1,0,,1,1,0,x,0,1,1,x,1,3,0,0,0,1,,,,,,,,,
JAM,2023inmish,qm,51,r2,3147,[47],[4],1,1,1,d,[],"[5,2,28]",0,0,0,,1,0,0,x,1,1,0,x,1,4,0,0,0,0,"Arm gets caught, not that good at grabbing from fl",,,,,,,,
WDS,2023inmish,qm,51,r1,3865,[35],[],1,0,1,x,[],"[30,36,32]",0,0,0,,0,2,0,a,0,0,0,x,0,2,0,0,0,0,,,,,,,,,
Mdm,2023inmish,qm,52,b2,3176,[25],[9],0,1,1,e,[],"[7,33,8,6,5]",0,1,0,,1,0,0,d,3,2,4,g,1,4,0,0,0,0,,,,,,,,,
LJP,2023inmish,qm,52,b3,9208,[62],[2],0,0,0,x,[],"[0,1,3,5]",0,0,0,,0,,0,d,0,2,0,g,0,4,0,0,0,1,Another everybot but very skilled drive team with ,,,,,,,,
SCB,2023inmish,qm,52,r3,868,[47],[5],0,1,1,e,[],"[9,1,3,4]",0,0,0,,1,1,0,e,3,2,2,x,0,3,0,0,0,1,Awesome auton!! ,,,,,,,,
JAM,2023inmish,qm,52,r2,71,[35],[],1,0,1,x,[],"[2,11,14,17,21]",0,0,0,,1,2,0,e,3,,0,x,0,5,0,1,0,1,180 degree vertical arm ripped but barely saved it,,,,,,,,
WDS,2023inmish,qm,52,r1,328,[71],[8],0,0,0,x,[],[],0,0,0,,0,,0,e,0,1,0,g,0,3,0,0,0,0,,,,,,,,,
Mdm,2023inmish,qm,53,b2,1024,[62],[29],1,0,1,x,[],"[33,17,8,28,34,35]",0,0,0,,0,2,0,e,2,-1,3,x,1,4,0,0,0,0,Fast cycle but can only grab floor cubes,,,,,,,,
LJP,2023inmish,qm,53,b3,3940,[50],[5],0,1,1,e,[],"[6,4,8]",0,1,1,1501,1,3,0,x,2,2,0,e,0,5,0,0,0,1,OMG CYBER TOOTH IS SO GOOD,,,,,,,,
SCB,2023inmish,qm,53,r3,3996,[35],[2],1,0,1,x,[],"[1,3]",0,1,0,,1,,0,d,1,1,0,x,0,3,0,0,0,0,They were engaged but another robot tilted it,,,,,,,,
JAM,2023inmish,qm,53,r2,1501,[47],[4],0,0,1,e,[],"[5,6,9,8]",0,0,0,,1,0,0,d,1,,0,x,0,3,0,0,0,0,Prefers drop load starts with a top row cone then ,,,,,,,,
RMK,2023inmish,qm,53,r1,9071,[71],[],1,0,1,x,[],[],0,0,0,,0,0,0,a,0,0,0,x,1,1,0,1,0,0,Knocked over by alliance partner,,,,,,,,
AMK,2022carv,qm,54,b1,5402,[26],[],1,1,1,x,[],"[4,25,23]",0,1,0,,0,x,0,e,2,v,0,x,0,3,0,0,0,1,Very fast with cones and cubes,,,,,,,,
Mdm,2023inmish,qm,54,b2,910,[37],[6],0,0,1,e,[],"[5,8,3,19,6]",0,1,0,,1,2,0,p,2,1,2,g,1,5,0,1,0,0,Tippy but did not fall,,,,,,,,
JAM,2023inmish,qm,54,r2,3487,[59],[5],1,1,1,x,[],"[6,4,3]",0,0,0,,1,3,0,e,3,2,0,x,0,4,0,0,0,0,Likes cones,,,,,,,,
SCB,2023inmish,qm,54,r3,1018,[71],[8],1,0,1,x,[],"[2,11,10,12]",0,1,0,,0,0,0,e,3,2,2,x,0,3,0,1,0,1,Almost tips every time they stop but they never fa,,,,,,,,
LJP,2023inmish,qm,54,b3,5484,[50],[10],1,0,1,x,[],"[21,19,3]",0,1,0,,1,1,0,e,2,2,0,g,1,5,0,0,0,0,Good bot just not consistent arm operation,,,,,,,,
RMK,2023inmish,qm,54,r1,2197,[36],[10],1,0,1,x,[],[],5,0,0,,0,3,0,e,3,1,0,x,0,5,0,1,0,0,"Wobbly, feeds other bots pieces",,,,,,,,
AMK,2022carv,qm,55,b1,461,[38],[5],1,1,0,a,[],"[6,7,4,20,27]",0,1,0,,0,o,0,a,1,v,1,x,0,4,0,0,0,1,Can quickly put cones,,,,,,,,
Mdm,2023inmish,qm,55,b2,8103,[26],[],0,0,1,x,[],"[36,31]",0,0,0,,0,2,0,d,3,0,2,x,1,3,0,0,0,0,Unfortunate intake,,,,,,,,
LJP,2023inmish,qm,55,b3,2909,[62],[5],0,0,0,x,[],[28],0,0,0,,0,2,0,e,2,1,0,a,0,3,1,1,0,0,Claw broke from normal use,,,,,,,,
JAM,2023inmish,qm,55,r2,862,[47],[32],0,0,1,e,[],"[24,25]",0,0,0,,1,2,0,e,1,0,0,x,1,3,0,0,0,1,Did worse today then yesterday driver is probably ,,,,,,,,
Scb,2023inmish,qm,55,r3,6956,[59],[17],1,0,1,x,[],"[19,20,21,22]",0,0,0,,0,1,0,a,1,1,0,x,0,3,0,0,0,1,Docked but got knocked over. Pushed cones often,,,,,,,,
RMK,2023inmish,qm,55,r1,4926,[35],[11],1,0,1,x,[],"[27,21,26]",0,0,0,,0,2,0,p,0,1,0,x,0,3,0,0,0,0,Did not use their claw and got in the way of team,,,,,,,,
AMK,2022carv,qm,56,b1,9119,[26],[],1,1,1,x,[],[],0,0,0,,0,x,0,x,0,n,0,x,0,3,0,0,0,0,Does not score only does well at defence,,,,,,,,
LRS,2023inmish,qm,56,b3,2867,[62],[1],0,0,1,x,[],"[2,31,19]",0,0,0,,0,3,0,p,2,1,0,x,0,3,0,0,0,0,It's arm was not working,,,,,,,,
SCB,2023inmish,qm,56,r3,3176,[35],[1],0,1,1,e,[],"[3,2,7,4]",0,1,0,,1,0,0,e,2,2,3,x,1,4,0,0,0,1,We slayed,,,,,,,,
JAM,2023inmish,qm,56,r2,3147,[71],[9],1,0,1,x,[],"[8,5,31,6]",0,0,0,,1,3,0,x,2,2,3,x,0,3,0,0,0,1,Can hit top rows with ease,,,,,,,,
RMK,2023inmish,qm,56,r1,7477,[47],[],0,0,0,x,[],[],1,0,0,,0,2,0,e,2,1,0,e,0,2,0,0,0,0,"Didn't use claw, blocked other robots very well",,,,,,,,
ela,2023inmish,qm,57,b1,135,[83],[8],1,0,1,x,[],[27],0,0,0,,1,1,0,x,2,1,0,x,1,3,1,0,0,0,died quickly in the match,,,,,,,,
LRS,2023inmish,qm,57,b3,45,[26],[],1,0,1,x,[],[7],0,0,0,,0,0,0,e,3,1,0,x,0,3,0,0,0,0,,,,,,,,,
JDP,2023inmish,qm,57,b2,2197,[50],[],1,1,1,e,[],"[23,26,25]",0,0,0,,0,1,0,e,3,2,0,a,1,4,0,1,0,1,Tipped dangerously multiple times but was fine,,,,,,,,
AMK,2022carv,qm,57,b1,2197,[38],[],1,1,1,e,[],"[23,25,26]",0,0,0,,0,o,0,e,3,v,0,g,0,5,0,0,0,1,Extremely fast and can easily engage but can only ,,,,,,,,
Scb,2023inmish,qm,57,r3,910,[59],[4],0,1,1,d,[],"[3,1,24]",0,1,0,,1,0,0,e,2,2,2,x,1,5,0,0,0,1,Hybrid cone was one that they accidentally dropped,,,,,,,,
JAM,2023inmish,qm,57,r2,71,[35],[],0,1,1,x,[],"[2,5,30,28,8,29]",0,0,0,,0,2,0,e,2,1,0,b,1,4,0,1,0,1,Didn't fall counterproductive auton,,,,,,,,
AMK,2022carv,qm,58,b1,3487,[38],[],1,1,0,x,[],[7],0,0,0,,0,o,0,e,2,a,0,x,0,3,1,0,0,0,Died but reserected mid game,,,,,,,,
JDP,2023inmish,qm,58,b2,1474,[62],[11],0,0,1,x,"[15.4,13.3]","[36,35]",0,1,0,,0,0,12.6,e,2,2,0,g,1,4,0,0,0,1,"Pushed around easily, but transfers items qu",,,,,,,,
ela,2023inmish,qm,58,r1,8103,[71],[],1,0,0,x,[],"[34,35,27]",0,0,0,,0,2,0,x,0,1,0,x,0,3,0,0,1,0,not consistent with scoring,,,,,,,,
Scb,2023inmish,qm,58,r3,4982,[59],[],0,0,0,x,[],"[32,29,28]",0,1,0,,0,2,0,a,0,1,0,x,0,3,0,0,0,0,"Only went for bottom nodes, not bad but not effici",,,,,,,,
JAM,2023inmish,qm,58,r2,6721,[35],[30],1,0,1,x,[],[],0,0,0,,0,0,0,d,1,2,0,e,0,3,0,0,0,1,Blocked 2905 and stopped it from picking up pieces,,,,,,,,
LRS,2023inmish,qm,58,b3,2909,[26],[],1,0,1,x,[],[35],0,0,1,6721,0,,0,x,2,1,0,x,0,3,1,0,0,0,I think something broke the bot. Arm not work,,,,,,,,
LRS,2023inmish,qm,59,b3,1501,[50],[4],1,1,1,x,[],"[1,3,10]",0,0,0,,1,0,0,e,3,1,1,x,1,3,0,0,0,1,,,,,,,,,
ela,2023inmish,qm,59,r1,9208,[71],[8],1,0,0,x,[],"[7,9,1]",0,1,0,,1,0,0,x,0,1,0,x,0,3,0,0,0,0,slow cycle times,,,,,,,,
JDP,2023inmish,qm,59,b2,862,[38],[],1,0,1,x,[],"[20,24]",0,1,0,,0,2,6.7,e,3,2,0,x,1,3,0,0,0,1,Effective at pushing game pieces,,,,,,,,
EAR,2023inmish,qm,59,r3,3865,[35],[],0,0,1,x,[],[11],0,1,0,,0,2,0,d,2,1,0,x,0,3,0,1,0,0,Didn't tip. Wobbly. Average,,,,,,,,
JAM,2023inmish,qm,59,r2,1024,[47],[32],0,0,0,d,[],"[4,6,5,2,33]",0,0,0,,1,3,0,d,0,2,0,x,0,5,0,0,0,1,Easily hit top row,,,,,,,,
CWS,2022carv,qm,59,b1,3940,[62],[2],0,0,1,x,[],"[6,5,9,7,8]",0,1,0,,1,b,0,e,3,v,2,x,0,5,0,0,0,1,"It's Cybertooth, need I say more?",,,,,,,,
ela,2023inmish,qm,60,r1,461,[71],[8],1,0,0,x,[],"[9,21,4,5,3]",0,1,0,,1,3,0,e,2,2,0,a,0,4,0,0,0,1,can go high or low,,,,,,,,
JIH,2023inmish,qm,60,b3,868,[38],[5],0,0,1,e,[],[],0,1,0,,0,1,0,e,2,1,0,x,1,4,0,0,1,0,Not tall enough to reach high level,,,,,,,,
EAR,2023inmish,qm,60,r3,4926,[47],[8],0,1,1,e,[],[],3,1,0,,1,3,0,e,2,2,0,x,0,4,0,0,0,1,Efficient + knowledgeable. Good at docking,,,,,,,,
JAM,2023inmish,qm,60,r2,9071,[35],[29],1,0,0,x,[],[25],0,0,0,,0,1,0,x,2,0,0,x,1,3,0,0,0,0,Similar design to us but no bottom part for ground,,,,,,,,
JDP,2023inmish,qm,60,b2,1018,[38],[],1,0,1,x,[],"[2,24,14,5,23]",0,1,0,,0,3,0,e,2,2,1,x,1,5,0,1,0,1,Slight rocking,,,,,,,,
CWS,2022carv,qm,60,b1,6956,[62],[11],1,0,1,x,[],"[26,25]",0,0,0,,1,o,0,x,2,a,1,x,0,3,0,0,0,0,"Slow claw, prone to being pushed off course by bot",,,,,,,,
ela,2023inmish,qm,61,r1,5402,[35],[],0,1,0,x,[],"[3,1,2,5,17]",0,1,0,,1,3,0,e,2,2,0,x,0,4,0,0,0,1,"very fast, and can quickly stabilize",,,,,,,,
CWS,2022carv,qm,61,b1,328,[50],[5],0,0,1,a,[],"[14,35,17]",0,0,0,,1,u,0,e,2,a,0,x,0,3,0,0,0,0,"Not a very good arm, can only score cubes by shoot",,,,,,,,
EAR,2023inmish,qm,61,r3,3936,[71],[8],1,0,1,x,[],[],0,1,0,,0,0,0,x,2,1,0,x,0,3,1,0,0,0,Good drive team com/problem solving,,,,,,,,
CRU,2023inmish,qm,61,b2,7477,[62],[],0,0,0,x,[],[],0,0,0,,0,0,0,x,2,0,0,b,0,2,0,0,0,0,Bot was slow and arm died at beginning of match,,,,,,,,
JIH,2023inmish,qm,61,r1,1555,[26],[],1,0,1,x,[],"[10,12]",0,1,0,,0,0,0,e,2,0,0,x,1,2,0,0,0,0,Got in the way a lot. Slow. Bad driver,,,,,,,,
JAM,2023inmish,qm,61,r2,45,[47],[],0,0,0,d,[],"[24,22,4]",0,0,0,,0,2,0,e,2,1,0,x,1,4,0,0,0,0,Had trouble placing too row,,,,,,,,
ela,2023inmish,qm,62,r1,2909,[70],[],1,0,0,x,[],[36],0,0,0,,0,,0,x,0,0,0,x,0,1,0,0,0,0,"very slow, didn't score barely at all",,,,,,,,
EAR,2023inmish,qm,62,r3,3147,[47],[1],0,1,1,x,[],"[2,8]",0,1,0,,0,1,0,d,2,1,0,x,0,4,0,1,0,0,"Overcorrections, wobbly",,,,,,,,
JAM,2023inmish,qm,62,r2,910,[47],[21],0,0,1,d,[],"[5,4,3,6]",0,0,0,,1,3,0,d,2,1,0,x,1,4,0,0,0,1,Constantly hit the top row,,,,,,,,
CRU,2023inmish,qm,62,b2,4982,[38],[],0,0,0,x,[],"[32,31,33]",0,0,0,,1,2,0,p,1,1,0,x,1,3,0,0,0,0,Had good ground pick up on cubes,,,,,,,,
LJP,2023inmish,qm,62,b3,2867,[38],[],0,0,1,x,[],"[8,2,30,20]",0,0,0,,0,3,0,d,1,1,0,x,0,3,0,1,1,0,Has tipped over several times before and is a bad ,,,,,,,,
ZD,2022carv,qm,62,b1,1747,[50],[11],1,0,1,x,[],[17],0,1,0,,0,x,0,e,2,a,0,x,1,3,0,0,1,0,Struggles with grabbing pieces set out by human,,,,,,,,
LJA,2023inmish,qm,63,r1,6721,[71],[36],1,0,0,x,[],[],0,0,0,,0,0,0,x,2,2,0,e,0,4,0,0,0,1,"Good D, not designed to score",,,,,,,,
JAM,2023inmish,qm,63,r2,1018,[35],[2],1,0,1,x,[],"[8,13,15,14]",0,0,0,,1,0,0,e,2,2,0,x,1,5,0,1,0,1,Tippy on hard stops,,,,,,,,
EAR,2023inmish,qm,63,r3,3940,[47],[5],0,0,1,e,[],"[4,1,3]",0,1,0,,1,1,0,e,2,2,0,x,0,4,0,0,0,1,Knowledgeable + efficient,,,,,,,,
ZD,2022carv,qm,63,b1,6956,[26],[17],0,0,1,x,[],"[19,27,25]",0,0,0,,0,o,0,p,3,a,1,a,1,3,0,0,0,0,Pushed cones arm wasn't working,,,,,,,,
LJP,2023inmish,qm,63,b3,461,[50],[2],1,0,1,x,[],"[1,3,6]",0,1,0,,1,3,0,e,3,2,0,e,0,5,0,0,0,1,Absolutely outstanding drivers fast scores,,,,,,,,
CRU,2023inmish,qm,63,b2,71,[38],[14],0,1,1,d,[],"[33,5,8,35]",0,1,0,,1,2,0,e,3,2,1,x,0,3,0,0,0,1,"Did well with cube disposal, was able to make top ",,,,,,,,
EAR,2023inmish,qm,64,r3,3487,[35],[],0,1,1,x,[],"[3,1,27]",0,0,0,,1,1,0,e,2,2,0,x,0,3,0,0,0,1,Good with cones only. No defense,,,,,,,,
JAM,2023inmish,qm,64,r2,9119,[59],[],1,0,1,x,[],[],0,0,0,,0,0,0,x,0,0,0,b,0,2,0,0,0,0,Can't pick up anything,,,,,,,,
CRU,2023inmish,qm,64,b2,9071,[26],[],0,0,1,x,[],[17],0,0,0,,0,0,0,a,2,1,0,x,0,3,0,1,0,0,They tipped and their chain broke to their intake,,,,,,,,
LJA,2023inmish,qm,64,r1,9119,[71],[],1,0,0,x,[],[],0,0,0,,0,0,0,x,2,0,0,b,0,2,0,0,0,0,"Pushed a cube, then blocked teamates for the rest ",,,,,,,,
ZD,2022carv,qm,64,b1,5484,[62],[10],0,0,0,x,[],"[18,25,16]",0,1,0,,1,x,0,e,2,a,1,a,1,3,0,0,1,0,Dropped multiple cones :(,,,,,,,,
LJP,2023inmish,qm,64,b3,862,[38],[32],0,1,1,e,[],"[10,0]",0,0,0,,0,2,0,a,0,1,0,a,0,2,0,0,1,0,Not great,,,,,,,,
EAR,2023inmish,qm,65,r3,868,[47],[5],0,0,1,a,[],[],0,0,1,868,0,,0,e,3,2,0,e,0,5,0,0,0,1,EXTREME defense,,,,,,,,
LJA,2023inmish,qm,65,r1,2197,[71],[27],0,0,0,x,[],"[26,25,24,23]",0,0,0,,1,1,0,e,3,2,2,g,0,5,0,0,0,1,Speed. Good at filling bottom,,,,,,,,
CRU,2023inmish,qm,65,b2,3176,[26],[27],0,0,1,e,[],"[15,4,3]",0,1,1,868,1,0,0,e,2,2,2,x,1,5,0,0,0,1,We did really well for getting defendid by 868,,,,,,,,
JAM,2023inmish,qm,65,r2,2197,[71],[26],0,0,1,x,[],"[25,24,23,22]",0,0,0,,0,1,0,e,3,2,0,x,1,5,0,0,0,1,Only pushed cones no top row,,,,,,,,
LJP,2023inmish,qm,65,b3,3865,[38],[5],0,0,1,x,[],"[6,7,8]",0,0,0,,0,3,0,x,2,1,0,a,0,3,0,1,0,0,,,,,,,,,
AMK,2022carv,qm,65,b1,3936,[62],[2],0,0,0,x,[],"[6,-2,4]",0,1,1,868,1,o,0,e,2,v,0,x,1,3,0,0,0,1,It's decent at all,,,,,,,,
LJP,2023inmish,qm,66,b3,4926,[38],[],0,0,1,e,[],[],0,0,0,,0,,0,x,0,0,0,b,0,1,0,0,0,0,Cube stuck in bot,,,,,,,,
CRU,2023inmish,qm,66,b2,5402,[26],[],0,0,1,x,[],[],0,0,0,,0,,0,x,1,1,0,x,0,3,0,1,0,0,Tipped over when crossing charging station,,,,,,,,
LJA,2023inmish,qm,66,r1,135,[71],[8],0,0,0,x,[],"[4,3,22,19,14,2]",0,0,0,,1,3,0,x,2,1,0,x,0,4,0,0,0,1,Low cycle times,,,,,,,,
AMK,2022carv,qm,66,b1,9208,[62],[2],1,1,1,x,[],"[7,8,5]",0,1,0,,1,x,0,d,1,a,0,x,0,3,0,0,0,1,Can quickly grab cones and cubes,,,,,,,,
EAR,2023inmish,qm,66,r3,328,[35],[28],0,1,1,x,[],"[5,31]",0,0,0,,0,2,0,e,2,2,0,x,0,3,0,0,0,1,Average all around + no defense,,,,,,,,
JAM,2023inmish,qm,66,r2,135,[71],[8],0,0,1,x,[],"[4,3,21,19,14,2]",0,0,0,,1,3,0,x,2,2,2,x,1,3,0,0,0,1,Effective and fast,,,,,,,,
JP,2023inmish,qm,5656,b2,1555,[50],[],0,0,1,d,"[25.7,1.7,29.2]","[24,23]",0,1,0,,0,0,0,e,2,2,0,g,0,3,0,0,0,1,Did an average job,,,,,,,,
